,PROBEID,SYMBOL,ENTREZID,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
1118,17274959,Twist1,22160,twist basic helix-loop-helix transcription factor 1,0.208783398,4.941367287,0.876616731,0.398983966,0.744215581,-6.131327289
1119,17275029,Ankmy2,217473,ankyrin repeat and MYND domain containing 2,0.234565059,6.597340649,1.644948084,0.127541635,0.462560254,-5.237858562
1120,17275069,Agmo,319660,alkylglycerol monooxygenase,-0.036024842,8.562353638,-0.219119602,0.830472409,0.951338208,-6.501690075
1121,17275090,Dgkb,217480,"diacylglycerol kinase, beta",0.32801347,2.628858101,1.377715557,0.195016503,0.549400345,-5.593933774
1122,17275155,Arl4aos,100043606,"ADP-ribosylation factor-like 4A, opposite strand",0.183532324,3.740860314,0.844915598,0.415723978,0.755169768,-6.158579889
1123,17275392,Ap4s1,11782,"adaptor-related protein complex AP-4, sigma 1",0.140327974,5.758974859,0.617111654,0.549418076,0.837725846,-6.327694269
1124,17275545,1110008L16Rik,66132,RIKEN cDNA 1110008L16 gene,0.023881233,7.786250405,0.153784536,0.880497186,0.966513963,-6.514631953
1125,17275555,Psma6,26443,"proteasome (prosome, macropain) subunit, alpha type 6",-0.044317042,9.256227068,-0.169644127,0.868295023,0.959174802,-6.511904852
1126,17275689,Gemin2,66603,gem nuclear organelle associated protein 2,-0.047959778,3.460891753,-0.136078246,0.894158272,0.968819599,-6.517361886
1127,17275706,Pnn,18949,pinin,0.000609092,7.592658505,0.002609582,0.99796345,0.998789887,-6.527218188
1128,17275811,Prpf39,328110,pre-mRNA processing factor 39,-0.02125758,6.795646818,-0.153391454,0.880800042,0.966513963,-6.514696163
1129,17275890,Klhdc1,271005,kelch domain containing 1,-0.071433211,4.870994546,-0.306055789,0.765138403,0.932720699,-6.477513828
1130,17275929,Atp5s,68055,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit S",0.3391251,7.01451283,1.908680915,0.082070717,0.391941785,-4.850263666
1131,17275976,Gm3086,100040999,RuvB-like protein 1 pseudogene,-0.249592806,3.490690723,-0.811118949,0.434083007,0.76873823,-6.186660566
1132,17276182,Jkamp,104771,JNK1/MAPK8-associated membrane protein,-0.202671517,7.456933869,-1.055621107,0.313232236,0.669218551,-5.961489729
1133,17276386,Rhoj,80837,ras homolog family member J,0.042772536,9.593938017,0.206169297,0.840333692,0.95521435,-6.504613206
1134,17276552,Akap5,238276,A kinase (PRKA) anchor protein 5,-0.267447197,3.504101224,-1.638981415,0.12879068,0.464983144,-5.246243808
1135,17276558,Zbtb1,268564,zinc finger and BTB domain containing 1,0.225690156,4.951574428,1.393073198,0.190449361,0.545844274,-5.574623888
1136,17276622,Fntb,110606,"farnesyltransferase, CAAX box, beta",0.174336995,5.379114007,0.81534812,0.431756802,0.768293865,-6.183202159
1137,17276642,Fut8,53618,fucosyltransferase 8,0.059151419,8.334510642,0.459877066,0.654344114,0.884101207,-6.415582352
1138,17276819,Exd2,97827,exonuclease 3'-5' domain containing 2,0.119382156,6.192152732,0.664888437,0.519487558,0.822692157,-6.296226164
1139,17276854,Slc39a9,328133,"solute carrier family 39 (zinc transporter), member 9",-0.118533131,8.495696649,-0.814475891,0.432235887,0.768690046,-6.183916729
1140,17276893,Srsf5,20384,serine/arginine-rich splicing factor 5,0.074872297,8.146611521,0.30320182,0.767256401,0.933270629,-6.478432744
1141,17276906,Smoc1,64075,SPARC related modular calcium binding 1,0.027230482,7.889589105,0.117604638,0.908449487,0.974440048,-6.519855721
1142,17276934,Ttc9,69480,tetratricopeptide repeat domain 9,0.186199943,1.832677101,0.722580877,0.484653411,0.801130841,-6.255353353
1143,17276985,Sipa1l1,217692,signal-induced proliferation-associated 1 like 1,-0.396179826,7.727856033,-2.706583425,0.020017017,0.200003358,-3.537774533
1144,17277043,Dcaf4,73828,DDB1 and CUL4 associated factor 4,-0.210467325,6.356211111,-1.247226279,0.237595348,0.595727357,-5.751734814
1145,17277063,Rbm25,67039,RNA binding motif protein 25,-0.051355522,8.400791645,-0.310075457,0.762158701,0.931147628,-6.476205227
1146,17277134,Acot2,171210,acyl-CoA thioesterase 2,-0.456971666,10.14498514,-0.892698476,0.39067051,0.736963406,-6.117168546
1147,17277140,Acot1,26897,acyl-CoA thioesterase 1,-0.043036847,4.168005235,-0.118196902,0.907990758,0.974440048,-6.519781389
1148,17277146,Acot4,171282,acyl-CoA thioesterase 4,-0.804086797,5.498962119,-2.322537497,0.039862117,0.28457902,-4.188875935
1149,17277152,Acot3,171281,acyl-CoA thioesterase 3,-0.357990283,3.240212651,-1.106727256,0.291461302,0.652297164,-5.908246865
1150,17277161,Acot5,217698,acyl-CoA thioesterase 5,-0.348078657,4.066114235,-0.820098188,0.4291539,0.76612359,-6.179298792
1151,17277170,Acot6,217700,acyl-CoA thioesterase 6,-0.865338099,5.311525063,-3.848667695,0.002587169,0.070058288,-1.545368455
1152,17277195,Ptgr2,77219,prostaglandin reductase 2,0.046174539,9.764481352,0.265929675,0.795092589,0.941619572,-6.489654763
1153,17277212,Zfp410,52708,zinc finger protein 410,0.036344916,6.631843067,0.181281669,0.859363714,0.956944062,-6.509734518
1154,17277251,Bbof1,72873,basal body orientation factor 1,0.126279282,5.372856354,0.463909933,0.651538848,0.882964668,-6.413634598
1155,17277294,Isca2,74316,iron-sulfur cluster assembly 2,-0.069610916,10.12528641,-0.449059962,0.661895884,0.889552094,-6.420725806
1156,17277370,Eif2b2,217715,"eukaryotic translation initiation factor 2B, subunit 2 beta",0.083606644,7.003371078,0.586776908,0.568914059,0.847574499,-6.346537321
1157,17277387,Fos,14281,FBJ osteosarcoma oncogene,1.037667575,3.55803454,1.354440361,0.202111909,0.559374755,-5.622910143
1158,17277396,Jdp2,81703,Jun dimerization protein 2,-0.07767941,6.571350065,-0.25687776,0.801899634,0.942957969,-6.492161236
1159,17277472,Ift43,76411,intraflagellar transport 43,0.379631868,5.15585242,1.624369749,0.131895132,0.467876518,-5.266700138
1160,17277592,Gstz1,14874,glutathione transferase zeta 1 (maleylacetoacetate isomerase),-0.019350556,9.252448056,-0.068279572,0.946758742,0.982490951,-6.524737825
1161,17277609,Ahsa1,217737,"AHA1, activator of heat shock protein ATPase 1",0.03754156,7.924473913,0.152111373,0.881786439,0.966513963,-6.514904131
1162,17277666,Gm1995,100038982,"REX1, RNA exonuclease 1 homolog pseudogene",0.128970589,3.023931492,0.422894814,0.680323862,0.895667677,-6.432678294
1163,17277679,Gm2022,100039052,predicted pseudogene 2022,0.151852616,1.820843244,0.2368453,0.817024237,0.947566552,-6.497403081
1164,17277685,Gm2042,100039087,predicted gene 2042,-0.85204052,1.524285933,-2.663161404,0.021648485,0.210004317,-3.612573427
1165,17277749,Gm26512,102637693,"predicted gene, 26512",0.851705036,2.469170769,2.727870083,0.019262255,0.196676845,-3.501023228
1166,17277766,Tshr,22095,thyroid stimulating hormone receptor,0.728943852,7.104306228,3.558913185,0.004315406,0.088903303,-2.048476162
1167,17277794,Gpr65,14744,G-protein coupled receptor 65,0.784312646,5.521440992,3.166479253,0.008719484,0.128435639,-2.735903924
1168,17277837,Ttc8,76260,tetratricopeptide repeat domain 8,-0.737105865,5.728124964,-5.057679568,0.000340389,0.024885779,0.457126971
1169,17277876,LOC105245440,105245440,uncharacterized LOC105245440,0.209465193,2.666686728,0.582790643,0.571503757,0.848055855,-6.348947233
1170,17277879,Tdp1,104884,tyrosyl-DNA phosphodiesterase 1,-0.035307515,6.304223959,-0.259685836,0.799786098,0.94235803,-6.491392853
1171,17278012,Cpsf2,51786,cleavage and polyadenylation specific factor 2,-0.045471781,6.715841438,-0.225499332,0.825625461,0.949113066,-6.500185164
1172,17278056,Rin3,217835,Ras and Rab interactor 3,0.387444111,7.63057847,2.040720069,0.06539878,0.357167003,-4.64529151
1173,17278104,Tmem251,320351,transmembrane protein 251,-0.034734218,5.64390463,-0.191197239,0.851770013,0.956714308,-6.507772437
1174,17278188,Otub2,68149,"OTU domain, ubiquitin aldehyde binding 2",-0.575186385,3.949332454,-3.033222643,0.011090925,0.149147441,-2.969424612
1175,17278321,Serpina3m,20717,"serine (or cysteine) peptidase inhibitor, clade A, member 3M",0.108193412,2.30755193,0.124762976,0.902907487,0.972563736,-6.518932364
1176,17278328,Serpina3n,20716,"serine (or cysteine) peptidase inhibitor, clade A, member 3N",-0.021756471,8.222920451,-0.032016372,0.97501864,0.991054043,-6.526675576
1177,17278349,Tcl1b2,27381,"T cell leukemia/lymphoma 1B, 2",0.185968227,2.666911844,0.551180961,0.592262412,0.854336333,-6.367508454
1178,17278358,Tcl1b1,27379,"T cell leukemia/lymphoma 1B, 1",-0.201621771,5.571611677,-0.581241839,0.572511664,0.848055855,-6.349879403
1179,17278410,Gskip,66787,GSK3B interacting protein,-0.101490746,7.38936406,-0.46780997,0.648831306,0.881628213,-6.411735443
1180,17278436,Papola,18789,poly (A) polymerase alpha,-0.195647676,8.651909018,-0.992513824,0.341766055,0.69880559,-6.024382635
1181,17278470,Vrk1,22367,vaccinia related kinase 1,0.241415041,6.965182064,0.86699399,0.404015987,0.749444739,-6.139692329
1182,17278512,Ccnk,12454,cyclin K,0.269886614,8.792014176,1.141174938,0.27745162,0.639002098,-5.871225184
1183,17278561,Eml1,68519,echinoderm microtubule associated protein like 1,-0.187073704,5.321562088,-1.143987655,0.27633109,0.637400879,-5.868162678
1184,17278626,Mir345,723946,microRNA 345,-0.314695819,2.933981491,-0.901572975,0.386134414,0.734181989,-6.109259902
1185,17278694,Mir540,723880,microRNA 540,0.4340132,2.340864171,1.216658279,0.248585224,0.609405198,-5.78701092
1186,17278749,Mir341,723846,microRNA 341,0.518062148,3.152777505,1.147767485,0.274830811,0.636209399,-5.864037832
1187,17278775,AF357355,100303646,snoRNA AF357355,-0.268062569,2.354390744,-0.831510985,0.422942533,0.759761453,-6.169838415
1188,17278777,DQ267102,100861572,snoRNA DQ267102,0.15144616,3.652855817,0.431736032,0.674071925,0.8932496,-6.428717093
1189,17278818,Mir329,723842,microRNA 329,-0.245661615,4.95889288,-0.672599393,0.514747854,0.819607416,-6.290944067
1190,17278822,Mir679,751539,microRNA 679,-0.286451872,2.376155592,-1.124967304,0.28397704,0.646578941,-5.888756064
1191,17278826,Mir666,751521,microRNA 666,-0.527529024,3.136322436,-1.405174336,0.186914008,0.54464677,-5.559303221
1192,17278852,Mir382,723912,microRNA 382,-0.017593495,1.980212469,-0.068533245,0.946561276,0.982490951,-6.524719338
1193,17278856,Mir668,751523,microRNA 668,-0.550858786,2.249856943,-2.082364036,0.060834674,0.346218385,-4.579356791
1194,17278876,Mir453,100124484,microRNA 453,2.073659977,3.656176487,4.031653917,0.001881087,0.058184009,-1.231133538
1195,17279054,Rcor1,217864,REST corepressor 1,-0.281942627,8.184637888,-1.397009976,0.189293132,0.54558285,-5.569649863
1196,17279070,Traf3,22031,TNF receptor-associated factor 3,-0.401438341,4.505405868,-2.034629835,0.066092555,0.357905663,-4.654884856
1197,17279131,Tnfaip2,21928,"tumor necrosis factor, alpha-induced protein 2",0.317941027,3.835287651,0.896690163,0.388625665,0.736414311,-6.113619656
1198,17279167,Snora28,100316932,"small nucleolar RNA, H/ACA box 28",0.038258938,7.641825186,0.180666277,0.8598355,0.956944062,-6.509852869
1199,17279190,Trmt61a,328162,tRNA methyltransferase 61A,-0.231511894,5.867110732,-1.243997599,0.238737417,0.597840775,-5.755491998
1200,17279230,Zfyve21,68520,"zinc finger, FYVE domain containing 21",0.033812639,5.852504543,0.171932742,0.866537057,0.958820534,-6.511489347
1201,17279277,Aspg,104816,asparaginase,-1.072517997,5.899013315,-1.783915145,0.101339344,0.419586745,-5.037571688
1202,17279317,A530016L24Rik,319942,RIKEN cDNA A530016L24 gene,0.047973356,8.24303785,0.176668617,0.862901657,0.957921078,-6.51061195
1203,17279349,Adssl1,11565,adenylosuccinate synthetase like 1,0.376703933,8.537478159,1.358877765,0.200742887,0.557412508,-5.617412871
1204,17279404,Pld4,104759,"phospholipase D family, member 4",1.001384326,6.214889392,3.904705538,0.002345675,0.065711772,-1.448808261
1205,17279427,Btbd6,399566,BTB (POZ) domain containing 6,0.173364414,6.585845283,0.809878512,0.434766854,0.769216012,-6.187671907
1206,17279670,Rapgef5,217944,Rap guanine nucleotide exchange factor (GEF) 5,0.0334743,7.663620773,0.221386847,0.828749036,0.950153083,-6.501160159
1207,17279789,Cenpo,52504,centromere protein O,0.271440735,4.136222458,1.108761889,0.290619044,0.651799913,-5.906085306
1208,17279830,Ncoa1,17977,nuclear receptor coactivator 1,0.437062455,3.961761323,1.86149482,0.088924963,0.404378033,-4.921877914
1209,17279881,Ubxn2a,217379,UBX domain protein 2A,0.159178103,8.50995815,0.9636344,0.355438529,0.705495661,-6.052084561
1210,17279919,Rhob,11852,ras homolog family member B,0.198263912,8.713501695,0.600182157,0.560252299,0.841511955,-6.338320045
1211,17279950,Kcns3,238076,"potassium voltage-gated channel, delayed-rectifier, subfamily S, member 3",0.224054155,5.017142567,0.931137614,0.371287676,0.721981711,-6.08242805
1212,17280062,Lpin1,14245,lipin 1,-0.175306453,10.16235306,-0.621150061,0.546851098,0.836949556,-6.325118801
1213,17280125,Pqlc3,217430,PQ loop repeat containing,0.149157234,6.51852112,0.623763652,0.545193399,0.836130577,-6.323443652
1214,17280148,Atp6v1c2,68775,"ATPase, H+ transporting, lysosomal V1 subunit C2",-0.047846907,2.752880074,-0.20717054,0.839570233,0.954835273,-6.504393506
1215,17280207,Adam17,11491,a disintegrin and metallopeptidase domain 17,-0.2403294,7.248806156,-1.300857018,0.219260569,0.577089308,-5.688266709
1216,17280296,Cys1,12879,cystin 1,-0.078627407,2.085262054,-0.305593252,0.765481527,0.932724194,-6.477663329
1217,17280310,Id2,15902,inhibitor of DNA binding 2,0.024751089,9.129284297,0.114847621,0.910585346,0.97444824,-6.520196837
1218,17280327,Rsad2,58185,radical S-adenosyl methionine domain containing 2,0.585778102,7.142405907,2.253269287,0.045069185,0.303932998,-4.303122191
1219,17280392,Rps7,20115,ribosomal protein S7,0.330507695,4.851564473,0.985552997,0.345026104,0.700524816,-6.031122416
1220,17280515,Cbll1,104836,Casitas B-lineage lymphoma-like 1,0.145020714,7.498044858,0.597841364,0.561759545,0.842358298,-6.339767468
1221,17280561,Dus4l,71916,dihydrouridine synthase 4-like (S. cerevisiae),0.005160037,4.947635902,0.025937329,0.979760631,0.992843979,-6.52686331
1222,17280590,Prkar2b,19088,"protein kinase, cAMP dependent regulatory, type II beta",-0.091127802,11.17384769,-0.547742668,0.594543984,0.854336333,-6.369468438
1223,17280609,Pik3cg,30955,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma",0.471701989,4.593707259,1.779324329,0.102121046,0.420766783,-5.044334525
1224,17280727,Mir680-3,751520,microRNA 680-3,-1.338758329,2.316514234,-2.40600013,0.034355131,0.267479235,-4.049713242
1225,17280729,Ahr,11622,aryl-hydrocarbon receptor,-0.37030722,6.219172826,-1.869259892,0.087762085,0.402452969,-4.910155783
1226,17280749,Tspan13,66109,tetraspanin 13,-0.392805202,8.25383068,-1.414929216,0.184104367,0.541563141,-5.546886077
1227,17280806,Arl4a,11861,ADP-ribosylation factor-like 4A,-0.538772334,5.192268994,-1.805091351,0.097803219,0.412908659,-5.006253631
1228,17280836,Lsmem1,380755,leucine-rich single-pass membrane protein 1,0.302509345,3.355861564,0.396885106,0.698860236,0.903415908,-6.443870824
1229,17280867,Mir1938,100316693,microRNA 1938,-0.188352475,5.941021228,-0.188975276,0.853470343,0.956714308,-6.50822114
1230,17280869,Zfp277,246196,zinc finger protein 277,0.099810452,5.966764705,0.511133646,0.619116029,0.8671964,-6.389614577
1231,17280893,Dnajb9,27362,DnaJ heat shock protein family (Hsp40) member B9,-0.731728337,9.686132239,-4.115135996,0.001628569,0.053644337,-1.08886929
1232,17281063,Dtd2,328092,D-tyrosyl-tRNA deacylase 2,-0.023380093,8.759239921,-0.136326068,0.89396681,0.968819599,-6.51732597
1233,17281084,Egln3,112407,egl-9 family hypoxia-inducible factor 3,0.456586082,6.999603208,1.585799323,0.140408179,0.479627939,-5.320156311
1234,17281126,Snx6,72183,sorting nexin 6,0.058481475,8.257583419,0.311614916,0.761018588,0.930323498,-6.475699612
1235,17281148,Baz1a,217578,bromodomain adjacent to zinc finger domain 1A,-0.202081084,5.95657553,-1.303554662,0.218369616,0.575946259,-5.685022202
1236,17281181,2700097O09Rik,72658,RIKEN cDNA 2700097O09 gene,-0.344320151,5.165454123,-2.376048507,0.036240995,0.277652714,-4.099831429
1237,17281219,Nfkbia,18035,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha",-0.006759144,7.827761256,-0.024070862,0.981216751,0.993129504,-6.526913049
1238,17281388,Fbxo33,70611,F-box protein 33,-0.104964107,6.062360638,-0.396975463,0.698795477,0.903415908,-6.443833136
1239,17281419,Fkbp3,30795,FK506 binding protein 3,0.353742023,7.680601116,2.097556684,0.059245415,0.342539538,-4.555159526
1240,17281497,Dnaaf2,109065,"dynein, axonemal assembly factor 2",0.353551434,3.877085979,1.730782229,0.110725708,0.436185289,-5.115247937
1241,17281529,Nemf,66244,nuclear export mediator factor,0.160918814,7.260928364,0.953174891,0.36048609,0.711360801,-6.061947373
1242,17281609,L2hgdh,217666,L-2-hydroxyglutarate dehydrogenase,0.084185349,5.43482471,0.355985203,0.728421966,0.914479068,-6.460072095
1243,17281676,Sav1,64010,salvador family WW domain containing 1,-0.120874909,8.524933567,-0.653692285,0.526414914,0.826524367,-6.303795515
1244,17281721,Pygl,110095,liver glycogen phosphorylase,0.481196918,7.872580932,1.6387935,0.128830192,0.464983144,-5.246507594
1245,17281773,Timm9,30056,translocase of inner mitochondrial membrane 9,-0.192276634,8.005057626,-1.115252137,0.28794478,0.6486563,-5.899169008
1246,17281791,L3hypdh,67217,L-3-hydroxyproline dehydratase (trans-),-0.165060393,6.900308127,-1.100518806,0.294042887,0.654882244,-5.914822974
1247,17281826,Rtn1,104001,reticulon 1,-0.137641803,3.045668543,-0.721379006,0.485364165,0.801130841,-6.25623649
1248,17281843,Dhrs7,66375,dehydrogenase/reductase (SDR family) member 7,-0.063141166,8.942526857,-0.411969514,0.688084156,0.897924361,-6.437463585
1249,17281895,Trmt5,76357,TRM5 tRNA methyltransferase 5,-0.054310536,6.324213178,-0.292858553,0.774948858,0.934129816,-6.481692073
1250,17282008,Zbtb25,109929,zinc finger and BTB domain containing 25,0.59435336,5.002995639,2.750065589,0.018505289,0.193433441,-3.462648553
1251,17282025,Sptb,20741,"spectrin beta, erythrocytic",0.701900923,3.631996575,1.844807765,0.091471805,0.405938132,-4.946982923
1252,17282090,Max,17187,Max protein,0.198009979,9.169911706,1.182017024,0.261523888,0.621663644,-5.826177821
1253,17282104,Atp6v1d,73834,"ATPase, H+ transporting, lysosomal V1 subunit D",-0.053546014,9.864316465,-0.32289135,0.752685498,0.927665455,-6.471921051
1254,17282216,Zfp36l1,12192,"zinc finger protein 36, C3H type-like 1",0.029047106,8.316587305,0.10785696,0.916004261,0.974899071,-6.52102558
1255,17282226,Actn1,109711,"actinin, alpha 1",0.158169488,7.648133991,0.963534338,0.355486576,0.705495661,-6.052179345
1256,17282296,Gm20337,100504661,"predicted gene, 20337",-0.286201907,4.932393752,-1.044706152,0.318036264,0.674032549,-5.972595704
1257,17282309,Slc8a3,110893,"solute carrier family 8 (sodium/calcium exchanger), member 3",0.907239214,3.605769496,1.552340756,0.148178103,0.492694246,-5.365874372
1258,17282339,Gm4787,214321,predicted gene 4787,-0.265553032,1.657872315,-0.997808732,0.339301277,0.695422617,-6.019229332
1259,17282465,Elmsan1,238317,ELM2 and Myb/SANT-like domain containing 1,0.09237805,5.786041549,0.3624551,0.723713392,0.913402481,-6.457623582
1260,17282486,Fam161b,217705,"family with sequence similarity 161, member B",-0.296146711,4.788622374,-0.737920023,0.475638765,0.796880228,-6.243964905
1261,17282498,Entpd5,12499,ectonucleoside triphosphate diphosphohydrolase 5,-0.16003617,8.907721299,-0.72671045,0.482216187,0.800442294,-6.252308748
1262,17282534,Abcd4,19300,"ATP-binding cassette, sub-family D (ALD), member 4",-0.308198253,4.566768203,-1.740014698,0.109040591,0.434261972,-5.101845479
1263,17282570,Ltbp2,16997,latent transforming growth factor beta binding protein 2,0.344931802,5.630430218,1.378380872,0.194816771,0.549400345,-5.593100361
1264,17282641,Prox2,73422,prospero homeobox 2,-0.630014124,2.703342928,-2.725392032,0.019348649,0.196676845,-3.505304241
1265,17282664,Pgf,18654,placental growth factor,0.831290685,4.68928572,1.672037147,0.122004656,0.450837963,-5.199559561
1266,17282673,Mlh3,217716,mutL homolog 3,-0.524671589,5.440775181,-2.568803216,0.025659143,0.231960164,-3.774236375
1267,17282732,Erg28,58520,ergosterol biosynthesis 28,-0.038250194,8.177425773,-0.151472365,0.882278921,0.966513963,-6.515007298
1268,17282743,Tgfb3,21809,"transforming growth factor, beta 3",-0.157424937,7.194311641,-0.641619115,0.533944711,0.830903064,-6.311824395
1269,17282760,Angel1,68737,angel homolog 1,-0.50086938,4.139708324,-2.663696219,0.021627613,0.210004317,-3.611653601
1270,17282776,Irf2bpl,238330,interferon regulatory factor 2 binding protein-like,0.09926712,5.419553428,0.417996993,0.683798115,0.897635272,-6.43483855
1271,17282789,Ngb,64242,neuroglobin,-0.044740738,3.128183774,-0.13781224,0.892818773,0.968768967,-6.51710922
1272,17282828,Noxred1,71275,NADP+ dependent oxidoreductase domain containing 1,-0.766590964,3.412640124,-1.941526217,0.077590374,0.38347427,-4.799887768
1273,17282970,Dio2,13371,"deiodinase, iodothyronine, type II",-3.56531558,9.093792555,-14.60504338,1.12E-08,2.42E-05,9.784521725
1274,17283203,Foxn3,71375,forkhead box N3,-0.102682093,7.466954705,-0.75313776,0.466799566,0.791458186,-6.232452672
1275,17283270,Rps6ka5,73086,"ribosomal protein S6 kinase, polypeptide 5",0.124417668,6.506999822,0.512740279,0.618027113,0.866683636,-6.388758261
1276,17283303,Ccdc88c,68339,coiled-coil domain containing 88C,0.406625373,6.021097568,1.935873715,0.078344959,0.384981993,-4.808587179
1277,17283345,Ppp4r3a,68734,protein phosphatase 4 regulatory subunit 3A,-0.024725685,8.002586445,-0.115054699,0.910424897,0.97444824,-6.520171497
1278,17283364,Tc2n,74413,"tandem C2 domains, nuclear",-1.130161472,4.117792114,-4.592057273,0.000726712,0.038143199,-0.291718373
1279,17283393,Trip11,109181,thyroid hormone receptor interactor 11,0.13635062,7.453018296,0.773540852,0.455112372,0.785376705,-6.216685632
1280,17283463,Itpk1,217837,"inositol 1,3,4-triphosphate 5/6 kinase",-0.256749987,7.536838805,-1.08432361,0.300859123,0.65902736,-5.931837324
1281,17283516,Asb2,65256,ankyrin repeat and SOCS box-containing 2,0.653009831,3.22405082,1.10212199,0.293374589,0.654308282,-5.913127688
1282,17283536,Ddx24,27225,DEAD (Asp-Glu-Ala-Asp) box polypeptide 24,-0.22916581,7.90515209,-1.420959261,0.182385404,0.539892816,-5.539180649
1283,17283675,Serpina3c,16625,"serine (or cysteine) peptidase inhibitor, clade A, member 3C",0.050946748,7.886819529,0.116641829,0.909195289,0.974440048,-6.519975763
1284,17283725,Clmn,94040,calmin,-0.177434943,4.654767351,-0.498774435,0.627524308,0.872046413,-6.396116103
1285,17283742,Syne3,212073,"spectrin repeat containing, nuclear envelope family member 3",0.407892513,5.309530766,1.844667824,0.091493442,0.405938132,-4.947192959
1286,17283930,Wars,22375,tryptophanyl-tRNA synthetase,0.31678709,9.175815896,1.450869218,0.174058,0.531572956,-5.500629136
1287,17283947,Begain,380785,brain-enriched guanylate kinase-associated,-0.099990516,2.58749151,-0.373053559,0.716025913,0.909607304,-6.453519623
1288,17283981,LOC102638940,102638940,uncharacterized LOC102638940,0.097108252,4.935443459,0.646045913,0.531176632,0.828800364,-6.3088966
1289,17284002,Hsp90aa1,15519,"heat shock protein 90, alpha (cytosolic), class A member 1",-0.309746959,5.259500829,-1.047116277,0.31697079,0.672651288,-5.970151524
1290,17284020,Mok,26448,MOK protein kinase,-0.337604603,2.429921157,-1.227351001,0.244695756,0.603932095,-5.774746738
1291,17284049,Ankrd9,74251,ankyrin repeat domain 9,-1.012737274,7.672658488,-6.509576176,3.89E-05,0.008322788,2.581504561
1292,17284108,Gm266,212539,predicted gene 266,0.731580486,2.514887233,2.724243346,0.019388827,0.196676845,-3.507288444
1293,17284114,Ckb,12709,"creatine kinase, brain",1.300462526,8.66125635,6.350478499,4.86E-05,0.00910719,2.364527851
1294,17284170,Atp5mpl,70257,ATP synthase membrane subunit 6.8PL,-0.251712065,7.277155875,-1.55866314,0.14668186,0.490408017,-5.357282803
1295,17284247,Gpr132,56696,G protein-coupled receptor 132,0.631707183,3.280794463,1.841742742,0.09194678,0.405938132,-4.951581288
1296,17284253,Jag2,16450,jagged 2,-0.529431682,6.100204586,-1.670036709,0.12240613,0.450837963,-5.202400558
1297,17284290,Brf1,72308,"BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit",0.081413051,6.328991861,0.2444692,0.811258639,0.945285819,-6.495457747
1298,17284334,Ighg,380794,Immunoglobulin heavy chain (gamma polypeptide),-2.97443065,4.185108679,-3.791273193,0.002861274,0.070821438,-1.644542146
1299,17284387,Igh-V7183,16059,immunoglobulin heavy chain (V7183 family),-0.983899395,2.919272964,-1.419760584,0.182726026,0.539892816,-5.540714166
1300,17284393,Ighv5-9,544896,immunoglobulin heavy variable 5-9,-0.004929112,1.71055955,-0.011418281,0.991089231,0.996407839,-6.527152337
1301,17284408,Igh-VX24,195176,immunoglobulin heavy chain (X24 family),-0.767375228,4.365302025,-1.513089096,0.157766529,0.507459587,-5.418709738
1302,17284447,Igh-V11,16051,immunoglobulin heavy chain (V11 family),-1.051723058,9.038504302,-4.202474061,0.001401835,0.050806114,-0.940840339
1303,17284460,LOC544905,544905,Ig heavy chain V region,0.661598153,2.955420169,1.205385187,0.252738868,0.61392606,-5.799852059
1304,17284466,Ighv14-4,629826,immunoglobulin heavy variable 14-4,-0.992590481,5.589462171,-3.946014256,0.002182681,0.062745282,-1.37780869
1305,17284482,Ighv9-4,636260,immunoglobulin heavy variable 9-4,-0.676896793,3.535680002,-1.912621703,0.081520843,0.391122407,-4.84424196
1306,17284490,Ighv6-6,238427,immunoglobulin heavy variable 6-6,-0.069578518,2.873462769,-0.290882065,0.776421699,0.934129816,-6.482302224
1307,17284505,Ighv10-3,380809,immunoglobulin heavy variable V10-3,-0.740033397,3.922417342,-0.978456123,0.348373027,0.700901344,-6.037952988
1308,17284507,LOC102642252,102642252,uncharacterized LOC102642252,-0.321892353,3.976084005,-0.98141934,0.346972713,0.700901344,-6.035105998
1309,17284512,Igh-VJ558,16061,immunoglobulin heavy chain (J558 family),-0.52459976,3.432251769,-0.865287837,0.404912679,0.749444739,-6.141167085
1310,17284515,Ighv1-12,629860,immunoglobulin heavy variable V1-12,-1.657838473,3.516040262,-3.782430314,0.002906101,0.070821438,-1.659845618
1311,17284530,Ighv1-19,382692,immunoglobulin heavy variable V1-19,-1.399704992,3.855386305,-4.71469201,0.000593401,0.033247068,-0.091499679
1312,17284577,Ighv1-53,780931,immunoglobulin heavy variable 1-53,-0.019074438,4.231378013,-0.066861805,0.94786244,0.982490951,-6.524839889
1313,17284614,Ighg3,380795,Immunoglobulin heavy constant gamma 3,-0.168236846,1.564577133,-0.479681399,0.640622316,0.879728582,-6.405860584
1314,17284617,Ighv1-62,668542,immunoglobulin heavy variable V1-62,-0.341982446,1.611546875,-0.97878882,0.348215602,0.700901344,-6.037633701
1315,17284633,Ighv1-72,619916,immunoglobulin heavy variable 1-72,-0.718570488,5.771030818,-2.296248283,0.041766432,0.292532232,-4.232376213
