,PROBEID,SYMBOL,ENTREZID,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
1510,17293922,Zfp458,238690,zinc finger protein 458,-0.698638569,3.786789881,-2.025725478,0.067119301,0.276360035,-4.636715642
1511,17293945,Zfp953,629016,zinc finger protein 953,-0.038708949,4.673712224,-0.151624966,0.882161307,0.956856155,-6.479398366
1512,17294034,Zfp65,235907,zinc finger protein 65,0.3726153,2.64354669,1.109845926,0.290171056,0.57260549,-5.870364354
1513,17294086,Adcy2,210044,adenylate cyclase 2,0.485216332,4.28031112,1.03262695,0.323416466,0.600871291,-5.950069091
1514,17294324,Cep72,74470,centrosomal protein 72,0.110711102,3.340286789,0.449007824,0.661932379,0.839175145,-6.385316458
1515,17294338,Exoc3,211446,exocyst complex component 3,-0.126887435,7.704513536,-0.788167849,0.446850132,0.699186053,-6.170068951
1516,17294402,Zfp72,238722,zinc finger protein 72,-0.556287286,3.049117146,-1.700629047,0.116393065,0.363425222,-5.125555756
1517,17294458,Rhobtb3,73296,Rho-related BTB domain containing 3,-0.220927392,4.973840887,-1.117638675,0.286966181,0.569103941,-5.862064283
1518,17294477,Rfesd,218341,Rieske (Fe-S) domain containing,-0.002394156,6.094805336,-0.013663807,0.989336943,0.996034255,-6.491518769
1519,17294489,Arsk,77041,arylsulfatase K,0.107150771,6.086876277,0.621903997,0.546372615,0.767636237,-6.289358275
1520,17294664,Polr3g,67486,polymerase (RNA) III (DNA directed) polypeptide G,-0.516405123,5.195064814,-2.686025105,0.020773708,0.156652053,-3.543611217
1521,17294680,Mir3961,100628621,microRNA 3961,0.062813143,3.419235174,0.14729473,0.885499875,0.957016721,-6.480085687
1522,17294723,Cox7c,12867,cytochrome c oxidase subunit 7C,0.289376159,6.974487987,2.014837145,0.068395072,0.279310936,-4.653764414
1523,17294785,Atg10,66795,autophagy related 10,0.24431784,8.571291517,1.507730489,0.15911617,0.429021966,-5.392158367
1524,17294793,A830009L08Rik,320297,RIKEN cDNA A830009L08 gene,0.210788564,1.301804909,0.887969288,0.393102764,0.661646272,-6.086415243
1525,17294805,Zcchc9,69085,"zinc finger, CCHC domain containing 9",-0.507692913,6.946057478,-2.913791602,0.013763977,0.12812895,-3.149575383
1526,17294816,Ckmt2,76722,"creatine kinase, mitochondrial 2",0.554013307,4.530915929,0.435039544,0.671742419,0.843724241,-6.391772405
1527,17294828,Rasgrf2,19418,RAS protein-specific guanine nucleotide-releasing factor 2,-0.271089111,4.658157283,-0.974176137,0.350402802,0.622377582,-6.007247027
1528,17294860,Msh3,17686,mutS homolog 3,-0.092759325,5.623281542,-0.399919371,0.696686951,0.860111571,-6.407131687
1529,17294907,Zfyve16,218441,"zinc finger, FYVE domain containing 16",-0.519700894,6.830328518,-3.275137467,0.007169952,0.09344318,-2.518559656
1530,17294934,Thbs4,21828,thrombospondin 4,0.111472194,3.74558541,0.232269028,0.820490501,0.925103794,-6.46298323
1531,17294959,Cmya5,76469,cardiomyopathy associated 5,0.705656484,5.672896261,0.75980749,0.462958325,0.710920891,-6.192222513
1532,17295054,Gm9776,328309,predicted gene 9776,-0.05055072,4.063299538,-0.306918854,0.764498294,0.892246195,-6.441709942
1533,17295093,Aggf1,66549,angiogenic factor with G patch and FHA domains 1,-0.507907629,7.001764761,-3.160533689,0.008813468,0.104108382,-2.718987326
1534,17295125,F2rl1,14063,coagulation factor II (thrombin) receptor-like 1,-0.150469222,3.900873253,-0.989884351,0.342994906,0.614811126,-5.992153878
1535,17295130,F2r,14062,coagulation factor II (thrombin) receptor,-1.142814631,8.182313772,-5.766542706,0.00011375,0.013091394,1.544196969
1536,17295233,Hmgcr,15357,3-hydroxy-3-methylglutaryl-Coenzyme A reductase,-0.136848894,6.433485918,-1.018417185,0.329831632,0.605403362,-5.964223712
1537,17295346,Utp15,105372,UTP15 small subunit processome component,-0.217513697,6.154289939,-1.042121583,0.319181819,0.597239969,-5.940521378
1538,17295386,Tmem171,380863,transmembrane protein 171,0.852118473,4.701497259,3.404836886,0.005681267,0.083274319,-2.291885687
1539,17295394,Fcho2,218503,FCH domain only 2,-0.044154042,8.69587019,-0.319502458,0.755186443,0.88875986,-6.437552788
1540,17295456,2310020H05Rik,69603,RIKEN cDNA 2310020H05 gene,0.267313917,1.491583975,0.583495691,0.571045255,0.781899706,-6.313205179
1541,17295463,Ptcd2,68927,pentatricopeptide repeat domain 2,-0.327213612,7.215540194,-2.312331977,0.040591244,0.214438454,-4.17463953
1542,17295482,Map1b,17755,microtubule-associated protein 1B,0.132040109,6.854579969,0.626694539,0.543337831,0.765021755,-6.286284402
1543,17295503,Mccc2,78038,methylcrotonoyl-Coenzyme A carboxylase 2 (beta),-0.049199933,8.631136785,-0.278922856,0.785352794,0.905421154,-6.450369091
1544,17295525,Bdp1,544971,"B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB",-0.094681417,7.185512513,-0.525854659,0.609174534,0.807964896,-6.346301972
1545,17295569,Naip2,17948,"NLR family, apoptosis inhibitory protein 2",0.732092067,2.295857436,1.683403001,0.119745737,0.367952689,-5.150151588
1546,17295697,Rad17,19356,RAD17 checkpoint clamp loader component,-0.50667045,7.09640614,-2.969383559,0.012447577,0.122757391,-3.052784441
1547,17295718,Cdk7,12572,cyclin-dependent kinase 7,-0.38495657,6.094809519,-1.690629938,0.118328836,0.365247911,-5.139850569
1548,17295796,Pik3r1,18708,phosphoinositide-3-kinase regulatory subunit 1,-0.064805333,9.832842684,-0.247764904,0.808769831,0.917336756,-6.459045956
1549,17295861,Srek1,218543,splicing regulatory glutamine/lysine-rich protein 1,-0.366301787,6.022968713,-1.734386193,0.110065148,0.353612307,-5.076938009
1550,17295944,Ppwd1,238831,peptidylprolyl isomerase domain and WD repeat containing 1,-0.371764454,6.474590091,-1.516695054,0.156863874,0.42590531,-5.380219094
1551,17296174,Map3k1,26401,mitogen-activated protein kinase kinase kinase 1,-0.129361248,6.184235442,-0.519213363,0.613649587,0.80924533,-6.349905626
1552,17296281,Gpx8,69590,glutathione peroxidase 8 (putative),-0.420588179,11.32458937,-2.37001848,0.036632598,0.203533294,-4.078977772
1553,17296344,Fst,14313,follistatin,0.003053224,6.052581157,0.009024922,0.992956934,0.998018771,-6.49157477
1554,17296388,Itga1,109700,integrin alpha 1,0.004168593,8.490512742,0.027764574,0.978335185,0.991567106,-6.49120796
1555,17296436,Parp8,52552,"poly (ADP-ribose) polymerase family, member 8",-0.073094147,5.614453478,-0.34131363,0.739142473,0.881998233,-6.429959163
1556,17296483,Gm16263,102638835,predicted gene 16263,-0.187125711,4.546547087,-0.68337612,0.508166728,0.741786213,-6.248257503
1557,17296532,Nim1k,245269,NIM1 serine/threonine protein kinase,-0.139939128,4.025565949,-0.608071315,0.555188905,0.771346302,-6.298110519
1558,17296537,Zfp131,72465,zinc finger protein 131,-0.288722211,8.239969697,-1.619848869,0.132868916,0.389701149,-5.239603414
1559,17296558,Gm21188,100861753,"predicted gene, 21188",0.013262723,6.023901633,0.048458362,0.96219855,0.983597344,-6.490368814
1560,17296802,Gm3173,100169868,predicted gene 3173,-0.247030536,2.636897126,-0.683360643,0.508176143,0.741786213,-6.248268301
1561,17297010,Flnb,286940,"filamin, beta",0.23515568,7.552794254,1.53276179,0.152895908,0.417964777,-5.358705809
1562,17297161,3830406C13Rik,218734,RIKEN cDNA 3830406C13 gene,-0.282659576,7.318514508,-1.511366145,0.1581994,0.42836739,-5.387321871
1563,17297196,Atxn7,246103,ataxin 7,0.095395379,7.11864373,0.558518654,0.587408625,0.794375077,-6.327945885
1564,17297227,Slc4a7,218756,"solute carrier family 4, sodium bicarbonate cotransporter, member 7",0.426635717,6.456870173,2.664083981,0.021612493,0.159373477,-3.581284096
1565,17297359,Thrb,21834,thyroid hormone receptor beta,0.327693813,7.610333109,2.227860929,0.047137785,0.232393933,-4.313259668
1566,17297413,Nudt13,67725,nudix (nucleoside diphosphate linked moiety X)-type motif 13,-0.09301434,7.63613679,-0.368252951,0.719503988,0.872239485,-6.419903381
1567,17297462,Sec24c,218811,"Sec24 related gene family, member C (S. cerevisiae)",-0.123806583,9.248360195,-0.890456661,0.391822192,0.660982161,-6.084219238
1568,17297503,Zswim8,268721,zinc finger SWIM-type containing 8,0.18125019,6.652961243,1.101093301,0.293803272,0.576096221,-5.879631473
1569,17297551,Vcl,22330,vinculin,0.172656795,8.638301564,0.845389482,0.415470307,0.676137731,-6.123176802
1570,17297655,A430057M04Rik,319486,RIKEN cDNA A430057M04 gene,0.446067171,3.821779871,1.499347423,0.161247472,0.431745688,-5.403281173
1571,17297748,4931406H21Rik,77592,RIKEN cDNA 4931406H21 gene,0.060180854,3.907714155,0.385220319,0.707241144,0.864938091,-6.413187585
1572,17297750,Ppif,105675,peptidylprolyl isomerase F (cyclophilin F),-0.254655954,11.24702201,-1.776937096,0.102529683,0.339032238,-5.01488888
1573,17297999,Asb14,142687,ankyrin repeat and SOCS box-containing 14,0.694177898,2.910111239,1.398225292,0.188937385,0.468585292,-5.534150243
1574,17298041,Arhgef3,71704,Rho guanine nucleotide exchange factor (GEF) 3,-0.488106806,6.977129726,-3.036332643,0.011028769,0.114295325,-2.936011541
1575,17298112,Wnt5a,22418,"wingless-type MMTV integration site family, member 5A",-0.428248093,4.475705158,-1.571738914,0.143628999,0.404251573,-5.305912165
1576,17298155,Chdh,218865,choline dehydrogenase,0.011482719,5.545563126,0.034832762,0.972822029,0.988988988,-6.490972564
1577,17298171,Dcp1a,75901,decapping mRNA 1A,-0.030934022,8.777607378,-0.186820042,0.85512035,0.945026251,-6.473077094
1578,17298203,Rft1,328370,RFT1 homolog,0.17241206,5.341868842,0.998761969,0.338858925,0.612099428,-5.983534588
1579,17298267,Itih4,16427,"inter alpha-trypsin inhibitor, heavy chain 4",0.863483573,5.931869131,1.448816391,0.174619058,0.450448042,-5.469450878
1580,17298292,Nek4,23955,NIMA (never in mitosis gene a)-related expressed kinase 4,-0.880400018,6.437031877,-4.021924729,0.001913055,0.05095421,-1.225377682
1581,17298364,Nt5dc2,70021,5'-nucleotidase domain containing 2,0.636876429,8.322126651,2.832664046,0.015938934,0.135972063,-3.290458459
1582,17298379,Tnnc1,21924,"troponin C, cardiac/slow skeletal",1.077566916,4.266050119,1.211632525,0.250430249,0.53618905,-5.758377155
1583,17298451,Eaf1,74427,ELL associated factor 1,-0.229133522,7.068808543,-1.395540678,0.189723974,0.469209839,-5.53753904
1584,17298473,Galnt15,78754,polypeptide N-acetylgalactosaminyltransferase 15,0.151842081,6.131871984,0.44644448,0.663727769,0.840170603,-6.386515947
1585,17298510,Ncoa4,27057,nuclear receptor coactivator 4,-0.014539929,6.824484454,-0.093341066,0.927270347,0.970397984,-6.486984204
1586,17298528,Parg,26430,poly (ADP-ribose) glycohydrolase,-0.370824184,6.414830926,-1.625095508,0.131739392,0.387572743,-5.232297605
1587,17298585,Ercc6,319955,"excision repair cross-complementing rodent repair deficiency, complementation group 6",0.082037418,5.748445713,0.385941467,0.706721827,0.864829017,-6.412895623
1588,17298775,Anxa8,11752,annexin A8,-2.022022166,4.986415661,-5.970189515,8.41E-05,0.011206007,1.837720617
1589,17298825,Mmrn2,105450,multimerin 2,-0.680617471,7.773551523,-3.603924147,0.003983704,0.071085209,-1.945040521
1590,17298866,A930038B10Rik,320323,RIKEN cDNA A930038B10 gene,0.608255123,2.096341866,2.385346625,0.035645077,0.201027506,-4.053433365
1591,17299056,Gm7233,638262,predicted gene 7233,0.508684961,2.697361618,1.781072238,0.10182278,0.338041956,-5.008814472
1592,17299105,Gm3327,102635261,predicted gene 3327,0.668797021,4.559440527,1.933310119,0.07868942,0.298760652,-4.780052589
1593,17299119,Gm8220,666660,predicted gene 8220,0.342023509,2.549258951,1.236495947,0.241407949,0.527035927,-5.72987439
1594,17299288,Samd4,74480,sterile alpha motif domain containing 4,0.370386724,4.896498647,1.754205131,0.106495446,0.346978368,-5.048141918
1595,17299329,Lgals3,16854,"lectin, galactose binding, soluble 3",0.200773718,4.014117543,0.857172203,0.40919647,0.672644047,-6.113161973
1596,17299341,Fbxo34,78938,F-box protein 34,-0.125993301,5.48947236,-0.710873767,0.491603949,0.732067565,-6.228720542
1597,17299353,Ktn1,16709,kinectin 1,0.52928679,5.821080099,2.853007089,0.01536328,0.135049919,-3.2551782
1598,17299401,Peli2,93834,pellino 2,0.406684746,6.196458707,1.217348588,0.248332649,0.533221429,-5.751863393
1599,17299419,Tmem260,218989,transmembrane protein 260,-0.028572999,7.340152337,-0.18097038,0.859602354,0.947126652,-6.474218326
1600,17299443,Otx2os1,606497,orthodenticle homeobox 2 opposite strand 1,0.546775532,1.604599131,2.212255399,0.048452905,0.235202566,-4.338664544
1601,17299465,Naa30,70646,"N(alpha)-acetyltransferase 30, NatC catalytic subunit",-0.391906215,7.183285749,-2.563860508,0.025888256,0.173991137,-3.752535352
1602,17299485,Olfr739,258663,olfactory receptor 739,-0.112077364,1.501040683,-0.359467612,0.725886121,0.876412645,-6.423264713
1603,17299589,Rnase2b,54159,"ribonuclease, RNase A family, 2B (liver, eosinophil-derived neurotoxin)",-0.164666393,2.666803781,-0.688429138,0.505098313,0.740403517,-6.24472032
1604,17299627,AY358078,278676,cDNA sequence AY358078,0.486413167,4.531323592,1.591777902,0.139057896,0.398437279,-5.278444068
1605,17299663,Slc39a2,214922,"solute carrier family 39 (zinc transporter), member 2",-0.284084806,2.670562738,-1.031237791,0.324039514,0.600871291,-5.951459988
1606,17299678,Arhgef40,268739,Rho guanine nucleotide exchange factor (GEF) 40,-0.126043453,5.613488058,-0.639810641,0.535077932,0.759832925,-6.277756149
1607,17299750,Tox4,268741,TOX high mobility group box family member 4,0.004748206,6.733694257,0.02837829,0.977856437,0.991249466,-6.491189628
1608,17299820,Trav9d-3,100038850,T cell receptor alpha variable 9D-3,-0.254221902,4.060267855,-0.561815908,0.585234373,0.792983341,-6.326034794
1609,17300021,Trav14-1,436467,T cell receptor alpha variable 14-1,0.079246139,2.287872017,0.197397309,0.847029656,0.940961178,-6.470921975
1610,17300127,A630038E17Rik,219065,RIKEN cDNA A630038E17 gene,0.373333318,1.482347305,1.266050726,0.231023819,0.516784813,-5.695426855
1611,17300163,Trav7d-4,382180,T cell receptor alpha variable 7D-4,-1.069367705,4.057023362,-1.663795101,0.123666324,0.373782238,-5.177968883
1612,17300197,Trav4d-4,195296,T cell receptor alpha variable 4D-4,-0.47241109,1.190870527,-1.835159484,0.092974576,0.326145456,-4.928660864
1613,17300225,Trav14d-3-dv8,634322,T cell receptor alpha variable 14D-3-DV8,-0.13525717,2.666000958,-0.258915695,0.80036559,0.913182229,-6.456057195
1614,17300235,LOC547323,547323,uncharacterized LOC547323,-0.410801388,2.835919152,-0.666368659,0.518575724,0.748215289,-6.259986781
1615,17300251,Abhd4,105501,abhydrolase domain containing 4,0.036941372,9.772173609,0.169945114,0.868063782,0.950240554,-6.476271154
1616,17300349,Bcl2l2,12050,BCL2-like 2,-1.130169651,4.614364611,-2.734467342,0.019034109,0.149892076,-3.460231488
1617,17300396,Ngdn,68966,"neuroguidin, EIF4E binding protein",0.12952734,5.82900743,0.679433296,0.510568693,0.743164371,-6.251000906
1618,17300411,Thtpa,105663,thiamine triphosphatase,-0.20710681,5.400288182,-0.655537787,0.525269366,0.752626637,-6.267314195
1619,17300544,Fitm1,68680,fat storage-inducing transmembrane protein 1,0.596088858,5.036527251,0.583161072,0.571262838,0.781899706,-6.313406673
1620,17300548,Psme1,19186,"proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)",-0.10619561,7.331526054,-0.713604184,0.489977467,0.732032898,-6.22674217
1621,17300686,Nynrin,277154,NYN domain and retroviral integrase containing,-0.711988576,4.72918478,-4.386022919,0.001026128,0.038035007,-0.612665695
1622,17300893,Ift88,21821,intraflagellar transport 88,-0.251160521,4.003769156,-1.248631788,0.237099555,0.52296241,-5.715803356
1623,17300950,Fgf9,14180,fibroblast growth factor 9,-0.319554245,4.226978226,-1.45845579,0.171997781,0.446765019,-5.456945698
1624,17300961,Rcbtb1,71330,regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1,-0.539167427,5.739367921,-2.779043341,0.017561274,0.143104702,-3.383279273
1625,17300998,Shisa2,219134,shisa family member 2,-0.287293371,4.300615958,-0.721454534,0.485319481,0.729665389,-6.221015576
1626,17301055,C1qtnf9,239126,C1q and tumor necrosis factor related protein 9,-0.984495586,6.90909992,-5.83534157,0.000102657,0.012559734,1.64408323
1627,17301086,Sacs,50720,sacsin,-0.157285328,3.02167188,-0.81328081,0.432892873,0.688675273,-6.149847751
1628,17301200,Defb42,619548,defensin beta 42,0.248905479,2.356185623,1.120980394,0.285600204,0.567696692,-5.858490854
1629,17301237,Xkr6,219149,X-linked Kx blood group related 6,-0.455856629,2.215931015,-1.481746327,0.16580216,0.437059952,-5.426501264
1630,17301245,Mir598,100124452,microRNA 598,0.550445301,3.74569533,1.708513687,0.114886624,0.361983264,-5.114249331
1631,17301247,Pinx1,72400,"PIN2/TERF1 interacting, telomerase inhibitor 1",0.154036859,5.880069916,0.843560769,0.416449793,0.676449869,-6.12472023
1632,17301300,Kif13b,16554,kinesin family member 13B,-0.57110391,5.954398739,-3.401359181,0.005716752,0.083327951,-2.297958527
1633,17301378,Zfp395,380912,zinc finger protein 395,0.920875774,6.890326095,3.096089114,0.009900334,0.110453392,-2.831642097
1634,17301468,Chrna2,110902,"cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal)",1.048917515,4.130938726,2.363315095,0.03707273,0.20511632,-4.090132831
1635,17301536,Ebf2,13592,early B cell factor 2,0.424728392,8.92306141,2.676812248,0.021121916,0.15848046,-3.559437024
1636,17301558,Kctd9,105440,potassium channel tetramerisation domain containing 9,-0.206586402,7.278689067,-1.118754566,0.286509487,0.568561528,-5.860871961
1637,17301576,Gnrh1,14714,gonadotropin releasing hormone 1,0.337107521,5.025289131,0.661488436,0.521585558,0.750577393,-6.263302127
1638,17301594,Stc1,20855,stanniocalcin 1,0.295618255,5.983036351,1.22232759,0.246516933,0.531798853,-5.746170527
1639,17301670,Loxl2,94352,lysyl oxidase-like 2,0.392307799,4.085265942,1.564636115,0.145280388,0.406621371,-5.315595582
1640,17301689,4930480K23Rik,75016,RIKEN cDNA 4930480K23 gene,-0.334884429,4.766115394,-1.345595948,0.204863649,0.486591749,-5.599745763
1641,17301718,Egr3,13655,early growth response 3,0.476290139,4.354417934,0.852618538,0.411613486,0.673845672,-6.1170468
1642,17301796,Nudt18,213484,nudix (nucleoside diphosphate linked moiety X)-type motif 18,-0.628433336,6.027511665,-1.698259367,0.11684925,0.363667132,-5.128947904
1643,17301823,Gfra2,14586,glial cell line derived neurotrophic factor family receptor alpha 2,0.753459899,5.471800343,1.956393633,0.075637619,0.292546793,-4.744546372
1644,17301852,Gm9199,668489,glycine cleavage system protein H (aminomethyl carrier) pseudogene,-0.388422067,6.06465164,-2.13258133,0.055729429,0.25044822,-4.467291775
1645,17301854,Rcbtb2,105670,regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2,0.102595977,7.221325283,0.593733192,0.564410196,0.777410487,-6.306988131
1646,17301886,Lpar6,67168,lysophosphatidic acid receptor 6,-0.58145839,9.035246866,-3.16000588,0.008821861,0.104108382,-2.719910254
1647,17301932,Esd,13885,esterase D/formylglutathione hydrolase,0.290254206,4.981644845,0.67218893,0.514999508,0.745754119,-6.256003439
1648,17301968,Lcp1,18826,lymphocyte cytosolic protein 1,0.377910836,6.877376109,1.753439969,0.106631307,0.347232312,-5.049257076
1649,17302061,Nufip1,27275,nuclear fragile X mental retardation protein interacting protein 1,0.354803876,6.708249859,2.055287652,0.063766866,0.268080198,-4.590220905
1650,17302092,Tsc22d1,21807,"TSC22 domain family, member 1",0.305554018,4.312227788,1.551720546,0.148325591,0.410721442,-5.333132313
1651,17302141,Epsti1,108670,epithelial stromal interaction 1 (breast),-0.786498317,4.894442465,-1.90874848,0.08206126,0.306951317,-4.817606074
1652,17302213,Mtrf1,211253,mitochondrial translational release factor 1,0.062833803,4.595547843,0.382411247,0.709265502,0.86582095,-6.414319788
1653,17302483,Cln5,211286,"ceroid-lipofuscinosis, neuronal 5",-0.453904004,7.213737303,-3.02426349,0.011271958,0.115162064,-2.95707672
1654,17302598,Frg2f8,622052,FSHD region gene 2 family member 8,-0.169861684,2.368582116,-0.600181863,0.560252488,0.77443248,-6.303019912
1655,17302634,Mir18,387135,microRNA 18,-0.138749432,2.640285282,-0.417193364,0.684368897,0.851244404,-6.399733611
1656,17302675,Gpr180,58245,G protein-coupled receptor 180,-0.167898305,5.098834007,-0.934034069,0.369855056,0.639045364,-6.044889846
1657,17302754,Mbnl2,105559,muscleblind like splicing factor 2,-0.119170957,10.66719473,-0.965266111,0.354655689,0.626262402,-6.015717923
1658,17302919,4930594M22Rik,105245866,RIKEN cDNA 4930594M22 gene,0.014154849,3.307630591,0.041702752,0.967464879,0.986218662,-6.490692838
1659,17303197,Gm8050,100504200,predicted gene 8050,0.750622362,1.587970996,3.308000908,0.006758744,0.090489042,-2.461095741
1660,17303315,Gm5797,545013,predicted gene 5797,0.181712644,4.654003174,0.435365578,0.671512707,0.843724241,-6.391623962
1661,17303360,Gm10338,108168176,predicted gene 10338,0.674211655,4.442526778,2.000905845,0.070060389,0.282266149,-4.675516748
1662,17303433,Fam107a,268709,"family with sequence similarity 107, member A",0.525486647,6.217260928,2.787497321,0.017294992,0.141837861,-3.368662494
1663,17303578,Psmd6,66413,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 6",-0.567637544,8.005102444,-2.723961253,0.019398706,0.150252251,-3.478337589
1664,17303593,Lrrc3b,218763,leucine rich repeat containing 3B,-0.327799542,2.646070271,-1.564770149,0.145249073,0.406621371,-5.315413108
1665,17303609,Rarb,218772,"retinoic acid receptor, beta",-0.753212189,5.729832452,-2.594009806,0.024521319,0.169924901,-3.701172387
1666,17303646,Ube2e1,22194,ubiquitin-conjugating enzyme E2E 1,-0.065176094,5.617466517,-0.239261226,0.815195948,0.920929004,-6.461237762
1667,17303655,Ube2e2,218793,ubiquitin-conjugating enzyme E2E 2,-0.035520011,5.805574889,-0.130803462,0.898235103,0.962702563,-6.4825216
1668,17303685,Gm5458,432825,predicted gene 5458,0.865630811,2.226729997,3.470229788,0.005054356,0.079161768,-2.177770567
1669,17303717,Saysd1,67509,SAYSVFN motif domain containing 1,0.162574724,1.966915682,0.628111615,0.542441954,0.764442763,-6.28537092
1670,17303738,Ecd,70601,ecdysoneless cell cycle regulator,-0.005507147,8.327111697,-0.038939098,0.969619764,0.987282105,-6.490811402
1671,17303757,Dnajc9,108671,DnaJ heat shock protein family (Hsp40) member C9,-0.414641446,4.978951527,-2.540345617,0.027006012,0.177576148,-3.792496747
1672,17303821,Mss51,74843,MSS51 mitochondrial translational activator,0.12522958,3.086437089,0.707265486,0.493758416,0.733419649,-6.231324372
1673,17303849,Usp54,78787,ubiquitin specific peptidase 54,0.217474254,5.18796258,1.336228191,0.207811907,0.488895919,-5.611233425
1674,17303874,Myoz1,59011,myozenin 1,-0.149912646,5.41798589,-0.09318302,0.927393106,0.970397984,-6.486999877
1675,17303882,Synpo2l,68760,synaptopodin 2-like,0.03613693,3.241678745,0.07922138,0.938244893,0.974662647,-6.488279739
1676,17303916,Camk2g,12325,calcium/calmodulin-dependent protein kinase II gamma,0.41846315,6.929033461,1.835163862,0.092973889,0.326145456,-4.928654325
1677,17303964,Dusp13,27389,dual specificity phosphatase 13,0.45385168,3.050138246,1.018319182,0.3298762,0.605403362,-5.964320772
1678,17303979,Comtd1,69156,catechol-O-methyltransferase domain containing 1,-0.350591041,5.799828533,-1.12976028,0.282035118,0.564881112,-5.849061854
1679,17304012,Kcnma1,16531,"potassium large conductance calcium-activated channel, subfamily M, alpha member 1",0.731898005,3.322639552,1.202619667,0.2537662,0.540251748,-5.768600165
1680,17304141,Ppifos,68173,"peptidylprolyl isomerase F, opposite strand",-0.124977528,3.387709283,-0.607773319,0.555379701,0.771346302,-6.298297045
1681,17304145,1700054O19Rik,74272,RIKEN cDNA 1700054O19 gene,0.642328502,4.473217375,1.058101237,0.312148258,0.591875326,-5.924290936
1682,17304147,Zcchc24,71918,"zinc finger, CCHC domain containing 24",-0.625528176,6.870689339,-3.948458515,0.002173412,0.053182062,-1.350765388
1683,17304273,Ccdc66,320234,coiled-coil domain containing 66,-0.643237875,6.302621436,-3.129745468,0.009316801,0.10741197,-2.772817183
1684,17304338,Il17rb,50905,interleukin 17 receptor B,0.494372312,3.527374482,2.185064115,0.050828318,0.240645666,-4.382769002
1685,17304406,Prkcd,18753,"protein kinase C, delta",0.227980814,6.212186978,1.404901608,0.186993075,0.46643989,-5.525703061
1686,17304493,Gnl3,30877,guanine nucleotide binding protein-like 3 (nucleolar),0.473504155,7.781889936,1.855295893,0.089863401,0.321630501,-4.898495992
1687,17304510,Snord69,100217431,"small nucleolar RNA, C/D box 69",0.676511913,3.436726555,1.89785564,0.083598832,0.309941249,-4.834184381
1688,17304646,Phf7,71838,PHD finger protein 7,-0.028366465,4.706744946,-0.173459532,0.865364691,0.950240554,-6.475630722
1689,17304740,Sh3bp5,24056,SH3-domain binding protein 5 (BTK-associated),0.462349097,7.47777982,1.543687607,0.150247401,0.414130193,-5.343992596
1690,17304757,Mettl6,67011,methyltransferase like 6,0.0412775,6.156006194,0.209918744,0.837475581,0.934425108,-6.468218474
1691,17304794,Hacl1,56794,2-hydroxyacyl-CoA lyase 1,-0.130778219,6.690031053,-0.330777306,0.746877264,0.885576112,-6.433688775
1692,17304901,3425401B19Rik,100504518,RIKEN cDNA 3425401B19 gene,0.401680148,4.982233243,0.338294466,0.74135584,0.882706705,-6.431039586
1693,17304976,Mapk8,26419,mitogen-activated protein kinase 8,0.285533193,7.110694028,2.097447251,0.059256722,0.259076066,-4.523407072
1694,17305015,Shld2,75698,shieldin complex subunit 2,0.003380557,4.366105435,0.015041344,0.988262015,0.996034255,-6.49149773
1695,17305034,Sncg,20618,"synuclein, gamma",0.353198203,8.494269073,1.299408282,0.219740267,0.504922537,-5.655821871
1696,17305070,Ldb3,24131,LIM domain binding 3,0.530989848,6.072377084,0.882150041,0.396109936,0.663874494,-6.09153203
1697,17305163,2610528A11Rik,70045,RIKEN cDNA 2610528A11 gene,0.68500785,5.364362524,2.984533624,0.012111246,0.120609499,-3.026377474
1698,17305211,Tspan14,52588,tetraspanin 14,-0.227034026,9.060575693,-1.14830771,0.274616904,0.559476641,-5.82895227
1699,17305254,Gm31895,102634269,"predicted gene, 31895",0.639915165,4.764167886,3.26928351,0.007245827,0.093917473,-2.52879689
1700,17305321,LOC102639037,102639037,disks large homolog 5-like,0.312498369,3.985634521,0.96879616,0.352966328,0.624237899,-6.012369695
1701,17305372,Gm8005,666253,predicted gene 8005,-0.015894969,4.073276716,-0.044481816,0.965298253,0.985182674,-6.490565421
1702,17305508,Gm16506,102634304,predicted gene 16506,0.901367968,3.436972083,5.057683879,0.000340387,0.021037318,0.472191291
1703,17305520,Ear1,13586,"eosinophil-associated, ribonuclease A family, member 1",0.639109672,2.42536115,1.243984174,0.238742175,0.524929701,-5.721204306
1704,17305605,Txndc16,70561,thioredoxin domain containing 16,0.022371008,5.048715779,0.117411682,0.908598945,0.965416396,-6.484287766
1705,17305685,Ddhd1,114874,DDHD domain containing 1,0.665692854,8.906311449,5.230265709,0.000258961,0.018256981,0.740319646
1706,17305748,Gch1,14528,GTP cyclohydrolase 1,-0.028345458,2.9200271,-0.134437543,0.895426021,0.960988005,-6.482009545
1707,17305856,Exoc5,105504,exocyst complex component 5,0.034656362,7.327498684,0.252193109,0.805429265,0.915885516,-6.457874624
